case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间,,重复情况
1,295817,浏览商户列表页面,江苏省|徐州市|云龙区|庆丰路|,UBTEL  UBTEL U9,Android 4.2.1,WIFI,中国移动,UBTEL U9 20141014-150631,超市购与点外卖分类非常不明确,点外卖，打开与吃的有关，这很正常，既然是超市购，打开后还是显示与吃的有关这就没意思了。既然是超市购，打开后应该显示附近一些便利店，超市等与购物相关的，而不是与吃相关的。或许名称设置有些问题。让人误解。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3787453_c41f4a19-5016-416d-8c7b-88391f9668d5.jpg""]",已知,P0,审核通过,2015-06-12 09:52:38,,7
0,751243,进入APP，定位测试,福建省|福州市|鼓楼区|西二环北路|234号,Xiaomi  HM 1SC,Android 4.3,WIFI,无SIM卡,JLS36C,点外卖和超市购里面的店是一样的,超市购版块显示共2个商家，点进去，结果显示的内容和点外卖一样，没有明确的便利店,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755784_c3a85adb-598c-4c82-9f7c-4e70abe21257.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755783_92ebbd59-b80a-47d8-a6d0-6bc6b5579201.jpg""]",已知,P0,审核通过,2015-06-10 12:04:17,,9
3,772901,查看订单详情,北京市|北京市|东城区|灯市口大街|10号,MID  ONDA MID,Android 4.1.1,WIFI,无SIM卡,JRO03C.eng.g12refM703A1.201211,显示user not login,在商户详情页中，点击“选好了”显示user not login,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3781910_9e1065cd-b019-4ee5-9cce-36335089584b.jpg""]",已知,P0,审核通过,2015-06-11 21:06:11,,3
1,787910,浏览商户列表页面,辽宁|沈阳,vivo  vivo X1St,Android 4.2.2,WIFI,中国移动,ALPS.JB2.TDD.MP.V1.62,悲剧啊附近没有支持的超市。。。,应该加上支持的最近的超市应该加大推广楼下3个超市没人知道,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3751144_fc2fc7a6-b973-4ca8-a5b2-eda875770d8f.jpg""]",已知,P0,审核通过,2015-06-10 08:26:34,,4
0,838820,进入APP，定位测试,四川省|成都市|双流县|中彭路|,Huawei  PE-CL00,Android 4.4.2,WIFI,中国电信,PE-CL00V100R001C92B173,定位信息，不是很准确,定位的地址是在附近，但不是最精确的位置，有必要修正一下,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3766331_2fe2c1a3-e99c-4d5c-9dd5-441e2392553c.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3766330_7f9353a8-83da-4925-82d0-4e3a8615b999.jpg""]",未知,P0,审核通过,2015-06-10 22:39:42,,13
3,1147284,查看订单详情,浙江省|宁波市|江东区|朝晖路|163号,Huawei  PE-TL10,Android 4.4.2,WIFI,中国联通,PE-TL10V100R001CHNC00B173,有登陆，还是提示登陆,进入应用是有用户在我的信息里有用户新，但是提交订单还是要提醒用户登陆,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3797874_8fdc631e-ee0d-4e1d-9de8-dc53f7a88d05.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3797873_e0db2b5a-65b9-4c4f-afcf-d94a12eaa14b.jpg""]",未知,P0,审核不通过,2015-06-12 19:39:43,,13
0,1467075,进入APP，定位测试,河北省|邯郸市|峰峰矿区|S211|,JIAKE  JK 13,Android 4.2.2,WIFI,中国移动,JK 13 20140404-140828,不能定位，网络连接没有问题，但是就是不能定位,打开，然后登陆，然后就开始定位，然后就是定位不成功，怎么也不成功，没办法,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755655_b1ca99a5-0617-4a08-a6d6-ed7fc1a5abfd.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755654_b2f155a4-a069-45fe-bf29-d418ad342773.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755653_7de7791a-70ef-44de-8e94-a3409dbbe0bf.jpg""]",未知,P0,审核通过,2015-06-10 11:54:38,,13
1,1576509,浏览商户列表页面,广西壮族自治区|桂林市|象山区|翠竹路|,Colorfly  Colorfly E708 Q2,Android 4.2.2,WIFI,unknown,E708 Q2_SV2.10_CQL_20131126,第一次下载app时 app强行关闭,第一次 点开 我的 之后 app第一次强行关闭 之后再打开一次后 恢复正常！,[],未知,P0,审核通过,2015-06-11 18:09:12,,8
1,1997623,浏览商户列表页面,江苏省|泰州市|兴化市|裕堡路|,Xiaomi  MI 3,Android 4.4.4,WIFI,中国移动,KTU84P,页面没有任何内容，显示附近没有商户，正在努力拓展中。,没有其他的操作，就是打开百度外卖软件，就显示附近没有商户，正在努力拓展中。包括点外卖、超市购这两个栏目都没有。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3755790_43b9d409-578e-4748-becd-d79bd2e43947.jpg""]",未知,P0,审核通过,2015-06-10 12:07:20,,10
0,2279759,进入APP，定位测试,河北省|秦皇岛市|海港区|文昌路|,Lenovo  Lenovo A820t,Android 4.1.2,WIFI,中国移动,Lenovo A820t_S301_130206,定位不准确，相差太多,百度外卖的定位应该是定位于大学校园等人群，所以定位应该首选大学校园，我是在教学楼进行测试的，测试的环境是wifi且gps已经打开，与它定位的乐业宾馆距离应该大约有0.5千米以上，应该说是十分不准确,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/3751999_f257ad47-d04f-4431-a48f-7228d3de7db8.jpg""]",未知,P0,审核通过,2015-06-10 08:51:19,,12
