case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间,,重复情况
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app 使用手机号注册 输入手机号点获取验证码后  前面部分字体被遮挡,下载app 使用手机号注册 输入手机号点获取验证码后  前面部分字体被遮挡,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:05,,8
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app 使用手机号注册  在注册界面点击秀色服务条款 点击进入发现条款排版有问题,下载app 使用手机号注册  在注册界面点击秀色服务条款 点击进入发现条款排版有问题,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:09,,33
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在秀场点右上角搜索 进入子页面 发现房间和主播两个文字为坚排版 此处应该为横排版,下载app  登陆后在秀场点右上角搜索 进入子页面 发现房间和主播两个文字为坚排版 此处应该为横排版,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:12,,19
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在秀场点右上角搜索 进入子页面 搜索框下部 推荐房间 无法显示,下载app  登陆后在秀场点右上角搜索 进入子页面 搜索框下部 推荐房间 无法显示,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:16,,6
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在秀场随便选择一个房间进入 点击发言 但是悄悄话那几个字显示不完全,下载app  登陆后在秀场随便选择一个房间进入 点击发言 但是悄悄话那几个字显示不完全,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:19,,41
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在发现页面 点击家族广场 点击今日榜单 进入大量字体和图片重叠在一起了,下载app  登陆后在发现页面 点击家族广场 点击今日榜单 进入大量字体和图片重叠在一起了,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:23,,30
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在发现页面 点击人气皇冠 id与下面的年龄星座重叠在一起,下载app  登陆后在发现页面 点击人气皇冠 id与下面的年龄星座重叠在一起,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:26,,38
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击应用推荐 最顶上菜单字体显示不全面,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击应用推荐 最顶上菜单字体显示不全面,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:29,,31
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击精品推荐  页面提示访问被禁止,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击精品推荐  页面提示访问被禁止,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:33,,31
0,14376974,秀色测试,广东省|广州市|越秀区|东华东路|421号,Xiaomi  Redmi Note 3,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,下载app  登陆后在我的页面 点击关注 发现被关注的id名与性别星座有重合,下载app  登陆后在我的页面 点击关注 发现被关注的id名与性别星座有重合,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049239_f8b3bcd4-85cb-4f9c-9dd7-d80e577cc48a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049238_d166821d-62a7-4b5b-bedd-fdc01a8988bb.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049237_1e22a2a3-3ca7-49f5-80fc-c473648497af.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049236_2d9c927f-ff37-442a-acda-f1cad14f9d0c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049235_44a71663-283a-425e-8a94-7576253d8435.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049234_4140f5db-ff8a-4dd1-b182-c43231871b5b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049233_16e71190-e527-465b-8edd-8a5ef62458c1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049232_6e8b3a37-3176-4f21-9fba-8afe3356a14a.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049231_5aef5ba3-790f-455e-bbab-80a7dff432a3.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/15049230_b4c8f6ba-f81e-455a-9df3-164aecac2e3a.jpg""]",未知,P0,审核通过,2016-03-09 18:01:37,,20
