case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间,,重复情况
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app 进入登录页面 显示微信登录与qq登录 文字错误 登录写成登陆,打开app 进入登录页面 显示微信登录与qq登录 文字错误 登录写成登陆,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:23,,19
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app 进入登录页面 点击【快速登录】 输入正确手机号 不点击获取验证码 点击验证并登录  提示  请输入手机号,打开app 进入登录页面 点击【快速登录】 输入正确手机号 不点击获取验证码 点击验证并登录  提示  请输入手机号,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:41,,17
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app 进入登录页面 点击微信登录 直接跳转到首页 无任何提示 手机没有装微信,打开app 进入登录页面 点击微信登录 直接跳转到首页 无任何提示 手机没有装微信,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:45,,22
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app  点击登录 使用系统提供的帐号密码登录 提示密码错误 无法登录,打开app  点击登录 使用系统提供的帐号密码登录 提示密码错误 无法登录,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:49,,5
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 出现一个地址设置 设置好了以后 点击确定无法完成返回,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 出现一个地址设置 设置好了以后 点击确定无法完成返回,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:53,,3
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 在设置手机号码处 可以把号码设置为99999999999 明显错误 那里有这个号码,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 在设置手机号码处 可以把号码设置为99999999999 明显错误 那里有这个号码,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:56,,3
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app 登录以后使用微博分享 在授权页面有出现其他非该页面的内容,打开app 登录以后使用微博分享 在授权页面有出现其他非该页面的内容,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:39:59,,2
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,打开app 登录以后使用微博分享 在授权页面不进行授权操作 直接返回提示 取消授权操作。这里不应该带句号,打开app 登录以后使用微博分享 在授权页面不进行授权操作 直接返回提示 取消授权操作。这里不应该带句号,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:40:02,,2
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,进入福利社 点击最上面的球鞋 点击加入购物车 提示选择颜色尺码 但是都没得选的,进入福利社 点击最上面的球鞋 点击加入购物车 提示选择颜色尺码 但是都没得选的,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:40:05,,20
0,14376974,性能，兼容性,广东省|广州市|越秀区|前鉴通津|71号,Xiaomi  Redmi Note 2,Android 5.0.2,MOBILE LTE,中国联通,LRX22G,购物车全选商品后，去掉商品前的勾选后，全选按钮应自动变为为勾选状态,购物车全选商品后，去掉商品前的勾选后，全选按钮应自动变为为勾选状态,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173766_42662eb6-6c38-42a5-860e-3bde59798da1.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173765_f5ef0206-b763-44f4-bbf4-7a060dbe4fa3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173764_4e68e64b-88d4-4161-aa30-f5156fee3401.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173763_8338291b-4528-4ee0-871a-31ec266365b8.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173762_dacacdc4-bb8a-4218-ad31-9a93fbe58241.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173761_0d47a1a6-33c6-4e2c-9cc9-9006e45329c2.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173760_0ceacae6-4dd6-490a-a46c-eedf05ee52f5.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173759_478cc30d-bd1a-4874-a085-b0b1b1888897.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173758_25bd82e2-6a08-45e7-be61-aa18cc2b7249.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/9173757_0895b201-5319-408e-beae-19c1ac561e32.jpg""]",未知,P0,审核不通过,2016-01-05 12:40:09,,16
